iter	Passed	Remaining
1662	95656	76904
1663	95706	76840
1664	95754	76776
1665	95806	76713
1666	95856	76650
1667	95904	76585
1668	95953	76521
1669	96002	76457
1670	96050	76391
1671	96098	76326
1672	96147	76262
1673	96194	76197
1674	96244	76133
1675	96295	76070
1676	96342	76005
1677	96390	75940
1678	96439	75876
1679	96488	75812
1680	96535	75747
1681	96582	75681
1682	96634	75619
1683	96684	75556
1684	96734	75492
1685	96784	75429
1686	96836	75368
1687	96887	75305
1688	96937	75242
1689	96994	75184
1690	97061	75134
1691	97132	75088
1692	97195	75035
1693	97248	74974
1694	97302	74914
1695	97352	74850
1696	97402	74787
1697	97450	74723
1698	97500	74660
1699	97549	74596
1700	97599	74533
1701	97649	74470
1702	97699	74407
1703	97750	74345
1704	97800	74282
1705	97850	74219
1706	97900	74156
1707	97960	74101
1708	98012	74040
1709	98070	73983
1710	98122	73921
1711	98173	73859
1712	98224	73797
1713	98277	73736
1714	98328	73674
1715	98385	73616
1716	98435	73554
1717	98483	73489
1718	98539	73432
1719	98588	73368
1720	98647	73312
1721	98696	73248
1722	98745	73185
1723	98794	73121
1724	98844	73058
1725	98893	72995
1726	98944	72933
1727	98992	72869
1728	99041	72806
1729	99097	72747
1730	99147	72685
1731	99202	72626
1732	99251	72563
1733	99304	72502
1734	99352	72438
1735	99401	72375
1736	99450	72312
1737	99499	72248
1738	99547	72185
1739	99596	72121
1740	99645	72058
1741	99693	71994
1742	99742	71931
1743	99798	71872
1744	99848	71811
1745	99898	71748
1746	99956	71691
1747	100005	71628
1748	100053	71564
1749	100103	71502
1750	100152	71439
1751	100208	71381
1752	100264	71323
1753	100318	71263
1754	100370	71202
1755	100419	71139
1756	100469	71077
1757	100527	71021
1758	100585	70964
1759	100646	70909
1760	100702	70852
1761	100752	70790
1762	100809	70732
1763	100866	70675
1764	100922	70617
1765	100978	70559
1766	101027	70496
1767	101076	70433
1768	101124	70369
1769	101179	70311
1770	101236	70253
1771	101284	70190
1772	101334	70128
1773	101384	70066
1774	101435	70004
1775	101483	69941
1776	101532	69878
1777	101580	69815
1778	101627	69751
1779	101678	69689
1780	101730	69629
1781	101782	69568
1782	101833	69507
1783	101886	69447
1784	101938	69386
1785	101991	69326
1786	102045	69267
1787	102098	69207
1788	102152	69148
1789	102202	69086
1790	102256	69027
1791	102310	68968
1792	102365	68909
1793	102415	68847
1794	102466	68786
1795	102516	68724
1796	102565	68662
1797	102613	68599
1798	102673	68544
1799	102722	68481
1800	102772	68419
1801	102820	68356
1802	102870	68295
1803	102917	68231
1804	102966	68169
1805	103015	68106
1806	103064	68043
1807	103111	67980
1808	103159	67917
1809	103210	67856
1810	103259	67794
1811	103308	67732
1812	103362	67673
1813	103410	67610
1814	103459	67548
1815	103507	67485
1816	103555	67422
1817	103604	67360
1818	103658	67300
1819	103708	67239
1820	103757	67177
1821	103807	67116
1822	103856	67053
1823	103905	66991
1824	103954	66929
1825	104003	66867
1826	104051	66805
1827	104102	66744
1828	104152	66682
1829	104200	66620
1830	104250	66558
1831	104298	66495
1832	104352	66437
1833	104403	66376
1834	104454	66315
1835	104505	66254
1836	104554	66193
1837	104603	66131
1838	104652	66069
1839	104703	66008
1840	104753	65947
1841	104801	65884
1842	104850	65823
1843	104899	65761
1844	104949	65700
1845	104997	65637
1846	105047	65576
1847	105094	65513
1848	105143	65451
1849	105193	65390
1850	105248	65332
1851	105311	65279
1852	105363	65219
1853	105413	65158
1854	105467	65099
1855	105515	65037
1856	105565	64976
1857	105615	64915
1858	105674	64859
1859	105728	64801
1860	105776	64739
1861	105827	64678
1862	105932	64651
1863	105982	64589
1864	106033	64529
1865	106083	64468
1866	106133	64408
1867	106184	64347
1868	106235	64287
1869	106285	64225
1870	106333	64163
1871	106383	64103
1872	106432	64041
1873	106481	63979
1874	106530	63918
1875	106579	63856
1876	106628	63795
1877	106693	63743
1878	106748	63685
1879	106801	63626
1880	106850	63565
1881	106901	63504
1882	106953	63444
1883	107006	63385
1884	107054	63324
1885	107103	63262
1886	107155	63202
1887	107203	63141
1888	107254	63080
1889	107307	63021
1890	107359	62962
1891	107413	62904
1892	107464	62843
1893	107517	62784
1894	107569	62724
1895	107620	62664
1896	107670	62604
1897	107723	62545
1898	107773	62484
1899	107827	62426
1900	107876	62365
1901	107928	62305
1902	107977	62244
1903	108029	62185
1904	108081	62125
1905	108131	62064
1906	108179	62003
1907	108231	61943
1908	108281	61883
1909	108332	61823
1910	108384	61763
1911	108434	61703
1912	108485	61643
1913	108534	61582
1914	108585	61522
1915	108638	61463
1916	108690	61404
1917	108738	61342
1918	108788	61282
1919	108841	61223
1920	108893	61163
1921	108941	61102
1922	108991	61041
1923	109042	60982
1924	109091	60920
1925	109138	60859
1926	109190	60799
1927	109240	60739
1928	109290	60678
1929	109339	60618
1930	109392	60559
1931	109443	60499
1932	109492	60438
1933	109543	60379
1934	109593	60318
1935	109643	60258
1936	109690	60196
1937	109742	60137
1938	109791	60076
1939	109841	60016
1940	109892	59956
1941	109942	59896
1942	109993	59836
1943	110044	59777
1944	110092	59716
1945	110142	59655
1946	110190	59594
1947	110243	59535
1948	110293	59476
1949	110343	59415
1950	110397	59357
1951	110451	59299
1952	110501	59239
1953	110550	59178
1954	110603	59120
1955	110655	59061
1956	110704	59000
1957	110752	58939
1958	110804	58880
1959	110853	58820
1960	110903	58760
1961	110955	58701
1962	111008	58643
1963	111058	58582
1964	111117	58527
1965	111171	58469
1966	111223	58410
1967	111274	58351
1968	111324	58291
1969	111375	58231
1970	111435	58177
1971	111485	58117
1972	111536	58057
1973	111586	57997
1974	111634	57937
1975	111687	57878
1976	111741	57820
1977	111800	57765
1978	111851	57705
1979	111909	57650
1980	111971	57596
1981	112024	57538
1982	112077	57479
1983	112137	57425
1984	112186	57364
1985	112236	57304
1986	112286	57245
1987	112335	57184
1988	112383	57124
1989	112434	57064
1990	112482	57004
1991	112539	56947
1992	112591	56888
1993	112639	56828
1994	112688	56768
1995	112736	56707
1996	112785	56647
1997	112835	56587
1998	112893	56531
1999	112941	56470
2000	112991	56411
2001	113041	56351
2002	113097	56294
2003	113146	56234
2004	113204	56178
2005	113253	56118
2006	113302	56058
2007	113350	55997
2008	113406	55941
2009	113466	55886
2010	113517	55827
2011	113566	55767
2012	113618	55708
2013	113676	55652
2014	113726	55593
2015	113774	55532
2016	113824	55473
2017	113882	55417
2018	113931	55357
2019	113989	55301
2020	114039	55242
2021	114098	55187
2022	114153	55129
2023	114202	55070
2024	114252	55010
2025	114299	54949
2026	114375	54902
2027	114436	54848
2028	114484	54788
2029	114533	54727
2030	114582	54668
2031	114631	54608
2032	114685	54550
2033	114734	54490
2034	114783	54430
2035	114832	54370
2036	114881	54310
2037	114930	54250
2038	114980	54191
2039	115028	54131
2040	115077	54071
2041	115125	54010
2042	115174	53950
2043	115223	53891
2044	115272	53831
2045	115321	53771
2046	115370	53711
2047	115420	53652
2048	115473	53594
2049	115521	53534
2050	115569	53474
2051	115617	53414
2052	115666	53354
2053	115715	53294
2054	115764	53234
2055	115813	53175
2056	115862	53115
2057	115910	53055
2058	115961	52996
2059	116010	52936
2060	116057	52876
2061	116105	52816
2062	116153	52756
2063	116202	52696
2064	116249	52636
2065	116299	52576
2066	116347	52516
2067	116396	52457
2068	116445	52397
2069	116498	52339
2070	116547	52280
2071	116596	52220
2072	116648	52162
2073	116698	52103
2074	116747	52044
2075	116796	51984
2076	116845	51925
2077	116895	51865
2078	116944	51806
2079	116997	51748
2080	117046	51689
2081	117095	51629
2082	117145	51570
2083	117194	51511
2084	117243	51452
2085	117291	51392
2086	117338	51332
2087	117386	51272
2088	117434	51212
2089	117487	51154
2090	117536	51095
2091	117584	51035
2092	117633	50976
2093	117682	50917
2094	117731	50857
2095	117780	50798
2096	117828	50738
2097	117876	50679
2098	117925	50619
2099	117974	50560
2100	118023	50501
2101	118072	50441
2102	118119	50381
2103	118168	50322
2104	118217	50263
2105	118266	50204
2106	118314	50144
2107	118364	50085
2108	118411	50026
2109	118461	49967
2110	118509	49907
2111	118559	49848
2112	118609	49790
2113	118660	49731
2114	118710	49673
2115	118760	49614
2116	118810	49555
2117	118859	49496
2118	118908	49437
2119	118958	49378
2120	119005	49319
2121	119052	49259
2122	119101	49200
2123	119149	49140
2124	119197	49081
2125	119245	49022
2126	119293	48962
2127	119341	48903
2128	119390	48844
2129	119440	48785
2130	119491	48727
2131	119539	48668
2132	119589	48609
2133	119638	48550
2134	119686	48491
2135	119735	48432
2136	119785	48373
2137	119835	48315
2138	119884	48256
2139	119932	48197
2140	119982	48138
2141	120029	48078
2142	120077	48019
2143	120126	47960
2144	120175	47902
2145	120226	47844
2146	120277	47786
2147	120327	47727
2148	120378	47669
2149	120427	47610
2150	120478	47552
2151	120525	47493
2152	120574	47434
2153	120622	47375
2154	120674	47317
2155	120725	47259
2156	120778	47202
2157	120829	47144
2158	120878	47086
2159	120929	47028
2160	120983	46971
2161	121033	46913
2162	121084	46855
2163	121133	46796
2164	121184	46738
2165	121236	46681
2166	121287	46623
2167	121337	46565
2168	121388	46506
2169	121438	46448
2170	121489	46390
2171	121537	46331
2172	121585	46272
2173	121633	46213
2174	121682	46155
2175	121729	46096
2176	121779	46038
2177	121828	45979
2178	121875	45919
2179	121924	45861
2180	121975	45803
2181	122025	45745
2182	122073	45686
2183	122124	45628
2184	122179	45572
2185	122229	45514
2186	122278	45456
2187	122328	45397
2188	122378	45339
2189	122433	45283
2190	122488	45227
2191	122537	45168
2192	122586	45110
2193	122637	45052
2194	122688	44995
2195	122738	44937
2196	122787	44878
2197	122836	44820
2198	122885	44761
2199	122933	44703
2200	122982	44644
2201	123031	44586
2202	123082	44528
2203	123131	44470
2204	123179	44411
2205	123228	44353
2206	123276	44294
2207	123328	44237
2208	123377	44179
2209	123425	44120
2210	123475	44062
2211	123527	44005
2212	123577	43947
2213	123625	43888
2214	123680	43832
2215	123729	43774
2216	123785	43718
2217	123842	43662
2218	123896	43606
2219	123945	43548
2220	124000	43492
2221	124051	43434
2222	124107	43379
2223	124157	43321
2224	124213	43265
2225	124270	43210
2226	124326	43154
2227	124383	43098
2228	124433	43040
2229	124482	42982
2230	124541	42928
2231	124598	42872
2232	124658	42818
2233	124716	42763
2234	124766	42705
2235	124815	42647
2236	124871	42591
2237	124921	42533
2238	124970	42475
2239	125020	42417
2240	125069	42359
2241	125117	42301
2242	125173	42245
2243	125231	42190
2244	125280	42132
2245	125331	42074
2246	125381	42016
2247	125440	41962
2248	125500	41908
2249	125550	41850
2250	125599	41792
2251	125649	41734
2252	125698	41676
2253	125753	41620
2254	125810	41564
2255	125858	41506
2256	125915	41451
2257	125964	41392
2258	126022	41337
2259	126070	41279
2260	126126	41223
2261	126181	41168
2262	126231	41110
2263	126279	41052
2264	126328	40994
2265	126377	40935
2266	126427	40878
2267	126476	40820
2268	126527	40763
2269	126577	40705
2270	126633	40649
2271	126684	40592
2272	126735	40535
2273	126784	40477
2274	126832	40419
2275	126880	40360
2276	126928	40302
2277	126976	40244
2278	127024	40186
2279	127073	40128
2280	127123	40070
2281	127171	40012
2282	127221	39955
2283	127269	39897
2284	127319	39839
2285	127367	39781
2286	127417	39723
2287	127470	39667
2288	127518	39609
2289	127566	39551
2290	127614	39493
2291	127664	39435
2292	127711	39377
2293	127761	39319
2294	127808	39261
2295	127856	39203
2296	127904	39145
2297	127954	39087
2298	128002	39029
2299	128050	38971
2300	128098	38913
2301	128146	38856
2302	128195	38798
2303	128244	38740
2304	128293	38682
2305	128342	38625
2306	128391	38567
2307	128438	38509
2308	128488	38451
2309	128538	38394
2310	128587	38336
2311	128635	38279
2312	128686	38221
2313	128733	38163
2314	128782	38106
2315	128830	38048
2316	128879	37990
2317	128927	37933
2318	128976	37875
2319	129024	37817
2320	129073	37759
2321	129121	37702
2322	129168	37644
2323	129216	37586
2324	129264	37528
2325	129312	37470
2326	129362	37413
2327	129412	37356
2328	129465	37299
2329	129526	37245
2330	129580	37189
2331	129632	37133
2332	129681	37075
2333	129731	37018
2334	129780	36961
2335	129829	36903
2336	129879	36846
2337	129928	36789
2338	129980	36732
2339	130029	36675
2340	130079	36617
2341	130127	36560
2342	130179	36503
2343	130231	36446
2344	130288	36391
2345	130344	36336
2346	130402	36281
2347	130454	36225
2348	130505	36168
2349	130559	36112
2350	130608	36054
2351	130659	35997
2352	130726	35945
2353	130778	35888
2354	130833	35833
2355	130882	35775
2356	130932	35718
2357	130980	35661
2358	131030	35604
2359	131082	35547
2360	131131	35490
2361	131183	35433
2362	131240	35378
2363	131290	35321
2364	131339	35264
2365	131389	35207
2366	131437	35149
2367	131487	35092
2368	131541	35036
2369	131593	34980
2370	131645	34923
2371	131695	34867
2372	131744	34809
2373	131792	34752
2374	131840	34694
2375	131888	34637
2376	131937	34580
2377	131985	34522
2378	132032	34465
2379	132080	34407
2380	132131	34350
2381	132178	34293
2382	132225	34235
2383	132275	34178
2384	132325	34121
2385	132374	34064
2386	132425	34007
2387	132477	33951
2388	132527	33894
2389	132579	33838
2390	132629	33781
2391	132680	33724
2392	132733	33668
2393	132787	33612
2394	132842	33557
2395	132893	33500
2396	132944	33444
2397	132993	33387
2398	133042	33329
2399	133090	33272
2400	133139	33215
2401	133190	33159
2402	133240	33102
2403	133289	33045
2404	133341	32988
2405	133390	32931
2406	133439	32874
2407	133488	32817
2408	133538	32760
2409	133594	32705
2410	133644	32648
2411	133693	32592
2412	133742	32535
2413	133793	32478
2414	133841	32421
2415	133891	32364
2416	133939	32307
2417	133988	32250
2418	134038	32193
2419	134089	32137
2420	134141	32080
2421	134192	32024
2422	134240	31967
2423	134290	31910
2424	134339	31853
2425	134387	31796
2426	134435	31739
2427	134482	31682
2428	134530	31624
2429	134581	31568
2430	134630	31511
2431	134684	31455
2432	134738	31400
2433	134786	31343
2434	134836	31286
2435	134884	31229
2436	134936	31173
2437	134994	31118
2438	135044	31061
2439	135095	31005
2440	135147	30949
2441	135197	30892
2442	135246	30836
2443	135294	30778
2444	135346	30722
2445	135397	30666
2446	135455	30611
2447	135508	30555
2448	135557	30499
2449	135606	30442
2450	135656	30385
2451	135706	30329
2452	135756	30272
2453	135808	30216
2454	135859	30160
2455	135910	30103
2456	135960	30047
2457	136009	29990
2458	136057	29933
2459	136106	29877
2460	136154	29820
2461	136201	29763
2462	136248	29705
2463	136296	29648
2464	136352	29593
2465	136402	29537
2466	136460	29482
2467	136516	29427
2468	136575	29372
2469	136625	29316
2470	136681	29261
2471	136738	29206
2472	136787	29149
2473	136835	29092
2474	136885	29036
2475	136942	28981
2476	136998	28926
2477	137064	28873
2478	137127	28819
2479	137193	28766
2480	137254	28712
2481	137306	28656
2482	137356	28599
2483	137407	28543
2484	137455	28486
2485	137504	28430
2486	137552	28373
2487	137604	28317
2488	137653	28260
2489	137702	28204
2490	137760	28149
2491	137816	28094
2492	137863	28037
2493	137912	27980
2494	137967	27925
2495	138016	27868
2496	138071	27813
2497	138121	27756
2498	138170	27700
2499	138225	27645
2500	138283	27590
2501	138333	27534
2502	138385	27477
2503	138441	27422
2504	138496	27367
2505	138553	27312
2506	138612	27258
2507	138663	27201
2508	138728	27148
2509	138778	27092
2510	138827	27035
2511	138884	26980
2512	138941	26925
2513	138993	26869
2514	139057	26816
2515	139111	26760
2516	139166	26705
2517	139219	26649
2518	139281	26595
2519	139331	26539
2520	139394	26485
2521	139444	26429
2522	139506	26375
2523	139556	26318
2524	139617	26264
2525	139677	26210
2526	139727	26154
2527	139774	26097
2528	139823	26040
2529	139874	25984
2530	139924	25928
2531	139975	25872
2532	140024	25815
2533	140072	25759
2534	140125	25703
2535	140174	25647
2536	140226	25591
2537	140276	25534
2538	140328	25479
2539	140379	25423
2540	140431	25367
2541	140481	25311
2542	140534	25255
2543	140588	25199
2544	140644	25144
2545	140712	25091
2546	140766	25036
2547	140820	24980
2548	140873	24925
2549	140926	24869
2550	140977	24813
2551	141031	24757
2552	141084	24702
2553	141137	24646
2554	141187	24590
2555	141237	24534
2556	141287	24478
2557	141336	24421
2558	141387	24365
2559	141439	24309
2560	141489	24253
2561	141540	24197
2562	141591	24141
2563	141645	24086
2564	141696	24030
2565	141747	23974
2566	141800	23918
2567	141857	23863
2568	141913	23808
2569	141969	23753
2570	142021	23697
2571	142071	23641
2572	142122	23585
2573	142171	23529
2574	142223	23473
2575	142273	23417
2576	142324	23361
2577	142375	23305
2578	142427	23250
2579	142478	23194
2580	142530	23138
2581	142581	23082
2582	142634	23026
2583	142688	22971
2584	142751	22917
2585	142804	22861
2586	142854	22805
2587	142907	22750
2588	142959	22694
2589	143011	22638
2590	143063	22583
2591	143114	22527
2592	143163	22471
2593	143218	22415
2594	143272	22360
2595	143323	22304
2596	143375	22248
2597	143433	22194
2598	143486	22138
2599	143539	22082
2600	143592	22027
2601	143647	21972
2602	143702	21917
2603	143756	21861
2604	143807	21805
2605	143858	21749
2606	143911	21694
2607	143962	21638
2608	144012	21582
2609	144063	21526
2610	144118	21471
2611	144170	21415
2612	144220	21359
2613	144273	21304
2614	144328	21249
2615	144380	21193
2616	144431	21137
2617	144485	21082
2618	144537	21026
2619	144589	20971
2620	144643	20915
2621	144701	20860
2622	144760	20806
2623	144814	20750
2624	144866	20695
2625	144919	20639
2626	144970	20583
2627	145023	20528
2628	145075	20472
2629	145126	20417
2630	145178	20361
2631	145231	20305
2632	145282	20250
2633	145333	20194
2634	145387	20139
2635	145440	20083
2636	145494	20028
2637	145545	19972
2638	145601	19917
2639	145657	19862
2640	145710	19806
2641	145763	19751
2642	145813	19695
2643	145868	19640
2644	145922	19585
2645	145973	19529
2646	146024	19473
2647	146076	19418
2648	146129	19362
2649	146249	19315
2650	146304	19260
2651	146357	19205
2652	146407	19149
2653	146458	19093
2654	146512	19038
2655	146564	18982
2656	146616	18927
2657	146669	18871
2658	146730	18817
2659	146781	18761
2660	146831	18705
2661	146882	18649
2662	146934	18594
2663	146985	18538
2664	147035	18482
2665	147084	18426
2666	147138	18371
2667	147190	18316
2668	147240	18260
2669	147294	18204
2670	147352	18150
2671	147409	18095
2672	147468	18040
2673	147520	17984
2674	147572	17929
2675	147622	17873
2676	147674	17818
2677	147726	17762
2678	147780	17707
2679	147836	17652
2680	147893	17597
2681	147953	17542
2682	148003	17486
2683	148056	17431
2684	148107	17375
2685	148156	17319
2686	148204	17263
2687	148253	17207
2688	148302	17152
2689	148351	17096
2690	148400	17040
2691	148449	16984
2692	148499	16928
2693	148552	16873
2694	148604	16817
2695	148654	16762
2696	148719	16708
2697	148769	16652
2698	148818	16596
2699	148866	16540
2700	148914	16484
2701	148963	16429
2702	149012	16373
2703	149061	16317
2704	149110	16261
2705	149158	16205
2706	149208	16149
2707	149292	16097
2708	149342	16042
2709	149401	15987
2710	149456	15932
2711	149510	15877
2712	149561	15821
2713	149612	15766
2714	149662	15710
2715	149718	15655
2716	149766	15599
2717	149817	15544
2718	149863	15487
2719	149908	15431
2720	149962	15376
2721	150016	15321
2722	150069	15265
2723	150116	15209
2724	150167	15154
2725	150217	15098
2726	150263	15042
2727	150310	14986
2728	150358	14931
2729	150410	14875
2730	150463	14820
2731	150517	14765
2732	150564	14709
2733	150618	14654
2734	150663	14598
2735	150728	14543
2736	150780	14488
2737	150833	14433
2738	150877	14377
2739	150926	14321
2740	150978	14266
2741	151024	14210
2742	151071	14154
2743	151118	14098
2744	151163	14042
2745	151212	13986
2746	151259	13931
2747	151307	13875
2748	151353	13819
2749	151400	13763
2750	151447	13707
2751	151492	13651
2752	151539	13596
2753	151585	13540
2754	151633	13484
2755	151682	13429
2756	151739	13374
2757	151786	13318
2758	151831	13262
2759	151882	13207
2760	151928	13151
2761	151974	13095
2762	152028	13040
2763	152074	12984
2764	152127	12929
2765	152173	12873
2766	152225	12818
2767	152280	12763
2768	152328	12707
2769	152376	12652
2770	152424	12596
2771	152477	12541
2772	152523	12485
2773	152569	12429
2774	152619	12374
2775	152664	12318
2776	152720	12263
2777	152767	12208
2778	152814	12152
2779	152857	12096
2780	152904	12041
2781	152956	11985
2782	153004	11930
2783	153057	11875
2784	153108	11819
2785	153158	11764
2786	153207	11709
2787	153253	11653
2788	153299	11597
2789	153345	11542
2790	153391	11486
2791	153438	11430
2792	153484	11375
2793	153531	11319
2794	153579	11264
2795	153625	11208
2796	153675	11153
2797	153732	11098
2798	153785	11043
2799	153837	10988
2800	153887	10933
2801	153940	10878
2802	153993	10822
2803	154044	10767
2804	154091	10712
2805	154138	10656
2806	154186	10601
2807	154237	10546
2808	154283	10490
2809	154329	10435
2810	154374	10379
2811	154421	10324
2812	154470	10268
2813	154518	10213
2814	154564	10157
2815	154610	10102
2816	154657	10046
2817	154707	9991
2818	154756	9936
2819	154804	9881
2820	154851	9825
2821	154899	9770
2822	154945	9714
2823	154991	9659
2824	155038	9604
2825	155084	9548
2826	155131	9493
2827	155179	9438
2828	155226	9382
2829	155273	9327
2830	155320	9272
2831	155367	9216
2832	155414	9161
2833	155461	9106
2834	155508	9050
2835	155555	8995
2836	155602	8940
2837	155649	8884
2838	155695	8829
2839	155742	8774
2840	155791	8719
2841	155837	8663
2842	155884	8608
2843	155931	8553
2844	155978	8497
2845	156031	8443
2846	156083	8388
2847	156135	8333
2848	156190	8278
2849	156243	8223
2850	156294	8168
2851	156345	8113
2852	156398	8058
2853	156450	8003
2854	156504	7948
2855	156554	7893
2856	156606	7838
2857	156652	7783
2858	156712	7728
2859	156761	7673
2860	156810	7618
2861	156857	7563
2862	156907	7508
2863	156954	7453
2864	157000	7397
2865	157054	7343
2866	157106	7288
2867	157158	7233
2868	157208	7178
2869	157257	7123
2870	157306	7068
2871	157353	7012
2872	157399	6957
2873	157445	6902
2874	157492	6847
2875	157538	6792
2876	157583	6737
2877	157632	6682
2878	157682	6627
2879	157730	6572
2880	157784	6517
2881	157837	6462
2882	157886	6407
2883	157933	6352
2884	157981	6297
2885	158029	6242
2886	158076	6187
2887	158124	6132
2888	158171	6077
2889	158219	6022
2890	158268	5967
2891	158314	5912
2892	158362	5857
2893	158411	5802
2894	158460	5747
2895	158506	5692
2896	158558	5637
2897	158612	5582
2898	158667	5527
2899	158729	5473
2900	158785	5418
2901	158832	5363
2902	158879	5308
2903	158927	5253
2904	158975	5198
2905	159021	5143
2906	159069	5088
2907	159118	5034
2908	159170	4979
2909	159222	4924
2910	159272	4869
2911	159326	4814
2912	159377	4759
2913	159424	4705
2914	159470	4650
2915	159517	4595
2916	159564	4540
2917	159609	4485
2918	159656	4430
2919	159703	4375
2920	159751	4320
2921	159801	4265
2922	159849	4210
2923	159897	4156
2924	159946	4101
2925	159994	4046
2926	160040	3991
2927	160086	3936
2928	160134	3881
2929	160180	3826
2930	160228	3772
2931	160274	3717
2932	160320	3662
2933	160365	3607
2934	160411	3552
2935	160458	3497
2936	160504	3442
2937	160551	3388
2938	160598	3333
2939	160644	3278
2940	160693	3223
2941	160742	3168
2942	160787	3114
2943	160835	3059
2944	160883	3004
2945	160930	2949
2946	160975	2895
2947	161022	2840
2948	161069	2785
2949	161115	2730
2950	161161	2676
2951	161207	2621
2952	161255	2566
2953	161305	2511
2954	161353	2457
2955	161399	2402
2956	161445	2347
2957	161493	2293
2958	161539	2238
2959	161584	2183
2960	161631	2128
2961	161678	2074
2962	161725	2019
2963	161771	1964
2964	161822	1910
2965	161868	1855
2966	161915	1800
2967	161968	1746
2968	162018	1691
2969	162067	1637
2970	162114	1582
2971	162166	1527
2972	162212	1473
2973	162258	1418
2974	162306	1363
2975	162355	1309
2976	162401	1254
2977	162449	1200
2978	162495	1145
2979	162543	1090
2980	162589	1036
2981	162636	981
2982	162691	927
2983	162737	872
2984	162787	818
2985	162847	763
2986	162899	708
2987	162954	654
2988	163009	599
2989	163057	545
2990	163106	490
2991	163163	436
2992	163212	381
2993	163266	327
2994	163316	272
2995	163365	218
2996	163414	163
2997	163462	109
2998	163508	54
2999	163557	0
