iter	CrossEntropy
354	0.5032121011
355	0.5030481908
356	0.5029179393
357	0.5027370714
358	0.5025842793
359	0.5024216072
360	0.5022433114
361	0.5019263483
362	0.5017184082
363	0.5015181279
364	0.5012738352
365	0.501127356
366	0.5009143499
367	0.500775196
368	0.5006149831
369	0.5004354055
370	0.5002564754
371	0.5000180134
372	0.4998210872
373	0.4996691728
374	0.4995195654
375	0.4993735728
376	0.4992432084
377	0.4989668079
378	0.4987246398
379	0.4985326276
380	0.4982631353
381	0.4981199799
382	0.4979080904
383	0.497632989
384	0.4974513738
385	0.4972209539
386	0.4970093382
387	0.4967869431
388	0.4965841689
389	0.4963926476
390	0.4961467039
391	0.4959591842
392	0.4957590386
393	0.4955833496
394	0.4954287066
395	0.4951927255
396	0.4950238925
397	0.4948919118
398	0.4946698947
399	0.4945231201
400	0.4943725178
401	0.494145313
402	0.4938523503
403	0.493673998
404	0.4935421086
405	0.4934020379
406	0.4932166384
407	0.4930499083
408	0.4928640613
409	0.4927336621
410	0.4924934752
411	0.4923206451
412	0.4921464725
413	0.4919492726
414	0.4917549533
415	0.491529569
416	0.4913410543
417	0.4911733771
418	0.4910308125
419	0.4908926449
420	0.4907771308
421	0.4905319257
422	0.4903959913
423	0.4902378552
424	0.4900724633
425	0.4898589879
426	0.4897162062
427	0.4895358944
428	0.4893936166
429	0.4892647989
430	0.4891133971
431	0.4889560734
432	0.4888002921
433	0.4886360082
434	0.4884311789
435	0.4882206233
436	0.4880643423
437	0.4878911081
438	0.4876478495
439	0.4874436893
440	0.4873103053
441	0.4871607066
442	0.4870031179
443	0.4866159391
444	0.4864950549
445	0.4863166114
446	0.4860977355
447	0.4859481716
448	0.4858178549
449	0.4857061338
450	0.4855525684
451	0.4854305285
452	0.4852762548
453	0.4851269429
454	0.4848420571
455	0.4846581088
456	0.4845096397
457	0.4843632605
458	0.4842101686
459	0.4840885458
460	0.4838823479
461	0.4836426998
462	0.4835298056
463	0.483360738
464	0.4832103616
465	0.4831139862
466	0.482955963
467	0.4828302953
468	0.4826247448
469	0.4824960444
470	0.4823300572
471	0.4821815882
472	0.4820160746
473	0.4818042894
474	0.4816305208
475	0.4814677619
476	0.4812927376
477	0.4810987529
478	0.4809344993
479	0.4808274532
480	0.4806958331
481	0.4805851374
482	0.4804415257
483	0.4803185343
484	0.4802260909
485	0.4800663342
486	0.4799530446
487	0.4798265644
488	0.4796469956
489	0.4795403274
490	0.4793946694
491	0.479264192
492	0.4791541045
493	0.4790082076
494	0.4788860373
495	0.4786486007
496	0.4784595255
497	0.4783559595
498	0.4782349363
499	0.4780760963
500	0.4779330364
501	0.477823957
502	0.4776674066
503	0.4775700971
504	0.4774628772
505	0.4773502958
506	0.4771681418
507	0.4770494865
508	0.4769101632
509	0.4767870675
510	0.4766769887
511	0.476562613
512	0.476425953
513	0.4763035698
514	0.4761376522
515	0.4760204958
516	0.4758812594
517	0.4757582897
518	0.4756493319
519	0.4755151701
520	0.4754144586
521	0.4751911467
522	0.4750372033
523	0.4749142423
524	0.4747938621
525	0.4746863163
526	0.4745619737
527	0.4744041156
528	0.4742765361
529	0.4741419008
530	0.4740246792
531	0.4738313332
532	0.473698805
533	0.4735513005
534	0.473425989
535	0.4732952943
536	0.4731724507
537	0.47303911
538	0.4728814866
539	0.4727383572
540	0.4725436078
541	0.4724426356
542	0.4722321669
543	0.4721320419
544	0.4719514912
545	0.4718108166
546	0.4717078111
547	0.4715037335
548	0.4714051379
549	0.4712769806
550	0.471136306
551	0.4710130409
552	0.4709228264
553	0.4707667105
554	0.4706382925
555	0.4703941997
556	0.4703057969
557	0.4701618812
558	0.4700525149
559	0.4699159288
560	0.4697906998
561	0.4697078105
562	0.4695784367
563	0.4694823133
564	0.4693082362
565	0.4692040011
566	0.4691081862
567	0.4689857292
568	0.4689015321
569	0.4687860485
570	0.4686368104
571	0.4685110079
572	0.4684039487
573	0.4683151202
574	0.4682260048
575	0.4681391401
576	0.4680282836
577	0.4678971588
578	0.4677826614
579	0.4676927162
580	0.4675797221
581	0.4674837725
582	0.467331467
583	0.4672020888
584	0.4670823516
585	0.4669035518
586	0.4667628512
587	0.4666266995
588	0.4664849127
589	0.4663691466
590	0.4662172322
591	0.4661202876
592	0.4660216442
593	0.4659258467
594	0.4658266863
595	0.4657234201
596	0.4655709929
597	0.4654866221
598	0.465384038
599	0.4652889747
600	0.4650813605
601	0.4649710992
602	0.464835256
603	0.4647466447
604	0.4646655063
605	0.4645271345
606	0.4644422075
607	0.4642790358
608	0.4641858972
609	0.4641234283
610	0.4640445622
611	0.4639407138
612	0.4638239224
613	0.4637222811
614	0.4636335004
615	0.4635350134
616	0.4634242525
617	0.4633104242
618	0.4631097181
619	0.4629617965
620	0.4628638961
621	0.4627029184
622	0.4625017431
623	0.4623804331
624	0.4622630508
625	0.4621017387
626	0.4619921812
627	0.4618906616
628	0.4617859182
629	0.4616877832
630	0.4615953876
631	0.4614762022
632	0.4613647809
633	0.4612035208
634	0.461078092
635	0.4609396507
636	0.4608155948
637	0.4607364159
638	0.4605822465
639	0.4604890515
640	0.4603669725
641	0.4602581363
642	0.4601640984
643	0.4600711162
644	0.4599606898
645	0.4598715615
646	0.4597385858
647	0.45960339
648	0.459505646
649	0.4593622125
650	0.4592668016
651	0.4591686362
652	0.4590608167
653	0.4589621038
654	0.4588964936
655	0.458810828
656	0.4587050636
657	0.4586027228
658	0.4584765858
659	0.4583770474
660	0.458279425
661	0.4580920443
662	0.4580010434
663	0.4578905388
664	0.4577815201
665	0.4577069337
666	0.457518432
667	0.4574297512
668	0.4572995866
669	0.4572269162
670	0.4569136809
671	0.4567518473
672	0.456632801
673	0.4565501072
674	0.4564599317
675	0.4563933657
676	0.4563043373
677	0.4562020921
678	0.4560749732
679	0.4559887862
680	0.4558883832
681	0.4558076402
682	0.4556767892
683	0.4555921576
684	0.4555057143
685	0.4554062628
686	0.4553235691
687	0.4552421309
688	0.455110715
689	0.4550078833
690	0.454908384
691	0.4547093159
692	0.454598568
693	0.4544722659
694	0.454386218
695	0.4543133955
696	0.4542396432
697	0.4541385234
698	0.45403242
699	0.4538717987
700	0.4538016135
701	0.4537060853
702	0.4536135246
703	0.4535305353
704	0.4534516041
705	0.4533497109
706	0.4532642191
707	0.453122706
708	0.4530362844
709	0.4528750591
710	0.4527660274
711	0.4526937524
712	0.4526190269
713	0.4524638191
714	0.4523941596
715	0.4523205116
716	0.452154468
717	0.4520380502
718	0.4518577558
719	0.4517682799
720	0.4516653656
721	0.4515856828
722	0.451498049
723	0.4514259912
724	0.4513148697
725	0.4512101089
726	0.4510984399
727	0.450988574
728	0.4508853513
729	0.4507560122
730	0.4506713111
731	0.4505319096
732	0.4504567279
733	0.4503877853
734	0.4502871781
735	0.4502022815
736	0.4501253054
737	0.4500655824
738	0.4499435555
739	0.4498568081
740	0.4497677405
741	0.4496992324
742	0.449618068
743	0.4495138546
744	0.4494143597
745	0.4493379832
746	0.4492633142
747	0.4491980212
748	0.4491201805
749	0.4490410407
750	0.4489690742
751	0.4488908729
752	0.4488234422
753	0.4487044132
754	0.4486200945
755	0.4485359453
756	0.4484308108
757	0.4483328452
758	0.4482000607
759	0.4481127354
760	0.4480336609
761	0.44795791
762	0.4478730482
763	0.4478077986
764	0.4477242489
765	0.447523834
766	0.4474433647
767	0.4473558787
768	0.4472489933
769	0.4471653393
770	0.4470850004
771	0.4470248081
772	0.4469288628
773	0.4468397084
774	0.4467204622
775	0.4466065557
776	0.4465220023
777	0.4462453586
778	0.4461148247
779	0.4460188664
780	0.4459237205
781	0.4457961671
782	0.4457138209
783	0.4456334473
784	0.4455355642
785	0.4454290525
786	0.445363212
787	0.4452713421
788	0.44519676
789	0.4451155261
790	0.444990397
791	0.4449215153
792	0.4448635866
793	0.4447668853
794	0.4446870026
795	0.444609957
796	0.4445247346
797	0.4444394774
798	0.4443701568
799	0.4443039166
800	0.4442147101
801	0.4441415009
802	0.444066228
803	0.4439857587
804	0.4439091606
805	0.4438337965
806	0.4437682688
807	0.4437051178
808	0.4434701489
809	0.4433832451
810	0.4432970712
811	0.4431531815
812	0.4430870239
813	0.4430244246
814	0.4429537571
815	0.4429081328
816	0.4428197735
817	0.4427314054
818	0.4426347693
819	0.4425816938
820	0.4425031102
821	0.4423631221
822	0.442296417
823	0.442203487
824	0.4421264023
825	0.441944509
826	0.4418577703
827	0.441779834
828	0.4416916224
829	0.4416054832
830	0.4415133874
831	0.4414101733
832	0.4413478608
833	0.4411667018
834	0.4411094075
835	0.4410294552
836	0.4409544951
837	0.4408875598
838	0.4408083505
839	0.4407453211
840	0.440675188
841	0.4405869721
842	0.440530008
843	0.4404543049
844	0.4403950815
845	0.4403284764
846	0.4402567575
847	0.4401409045
848	0.4400650711
849	0.4400046833
850	0.439932947
851	0.4398526689
852	0.4397851688
853	0.4396892452
854	0.439624026
855	0.4395477712
856	0.4394637306
857	0.4394037816
858	0.4393118987
859	0.4392407055
860	0.4391785363
861	0.4390736669
862	0.4390122146
863	0.4389057811
864	0.4388195724
865	0.4387484835
866	0.4386690787
867	0.4386034598
868	0.4384617512
869	0.4383695902
870	0.4382874048
871	0.4382157815
872	0.4381567449
873	0.4380633456
874	0.4379634249
875	0.4379117744
876	0.4378437051
877	0.437778386
878	0.437699772
879	0.4376099484
880	0.4375288753
881	0.4374488622
882	0.4373717905
883	0.4373251148
884	0.437263693
885	0.4371311735
886	0.4369995665
887	0.4369294117
888	0.4368651223
889	0.4367903794
890	0.4367149544
891	0.4366649941
892	0.4366051059
893	0.4365339431
894	0.4364542907
895	0.4363707975
896	0.436259172
897	0.4361962077
898	0.4361486109
899	0.4360811846
900	0.4360285696
901	0.4359576632
902	0.4358967627
903	0.4358178706
904	0.4357532466
905	0.435699389
906	0.4356475257
907	0.4355887411
908	0.4355358958
909	0.4354035588
910	0.4353270259
911	0.4352599776
912	0.4351853347
913	0.4351171958
914	0.4350512424
915	0.4349934962
916	0.4349168895
917	0.4348282825
918	0.434727319
919	0.4346647632
920	0.4345083302
921	0.434433835
922	0.4343697585
923	0.4342833673
924	0.4342166579
925	0.4340837474
926	0.4339799121
927	0.4338957889
928	0.4338298876
929	0.4336768696
930	0.4336147135
931	0.4334571639
932	0.4333970194
933	0.4333309356
934	0.4331689326
935	0.4331166261
936	0.4330390765
937	0.4329856056
938	0.4329267862
939	0.4328585344
940	0.4328051504
941	0.4327450668
942	0.4326763414
943	0.4326186995
944	0.4325252742
945	0.4324572526
946	0.4323959829
947	0.4323331881
948	0.4322635807
949	0.432201064
950	0.4321030854
951	0.432036528
952	0.4319406913
953	0.4318667175
954	0.4317946076
955	0.4317414581
956	0.4316452304
957	0.4315625497
958	0.4313896327
959	0.4313221108
960	0.4312591075
961	0.431214161
962	0.4311412168
963	0.4310750071
964	0.4310136113
965	0.4309542228
966	0.4308857929
967	0.430826752
968	0.4307571229
969	0.4306354132
970	0.430571315
971	0.4305124435
972	0.4304373183
973	0.430346074
974	0.43021332
975	0.4301569598
976	0.4300958638
977	0.430048167
978	0.4299966339
979	0.4299201922
980	0.4298497159
981	0.4297501036
982	0.4296783977
983	0.4296166066
984	0.4295396044
985	0.4294772615
986	0.4294174038
987	0.4293342755
988	0.4291594251
989	0.4291067884
990	0.4290582444
991	0.4289890368
992	0.4289155104
993	0.4288558439
994	0.4287554756
995	0.4286988547
996	0.4286182725
997	0.4285063733
998	0.4283811313
999	0.4283179194
1000	0.4282592652
1001	0.4282100304
1002	0.4281423999
1003	0.4280665361
1004	0.428016832
1005	0.4279292374
1006	0.4278643745
1007	0.4278128109
1008	0.4277581495
1009	0.4277114738
1010	0.4276404196
1011	0.4275964507
1012	0.4275121928
1013	0.4274620543
1014	0.4274182765
1015	0.4273691199
1016	0.4273164745
1017	0.4272693599
1018	0.4271827993
1019	0.4270202185
1020	0.4269689503
1021	0.4269227569
1022	0.4268534841
1023	0.4267835726
1024	0.4267061533
1025	0.4266168816
1026	0.4265246902
1027	0.4264326769
1028	0.4263752609
1029	0.4263012827
1030	0.4261620072
1031	0.4261152489
1032	0.4260573116
1033	0.4259868222
1034	0.4259258826
1035	0.425877847
1036	0.4257875151
1037	0.4257414824
1038	0.4256889413
1039	0.4256489956
1040	0.4255907932
1041	0.4255396554
1042	0.4254519043
1043	0.4254059585
1044	0.4252547088
1045	0.4251578772
1046	0.4250824392
1047	0.4250242585
1048	0.4249727123
1049	0.4249124505
1050	0.4248390154
1051	0.4247790317
1052	0.4247107191
1053	0.4246604937
1054	0.4246056498
1055	0.4245304855
1056	0.4244667045
1057	0.4243908841
1058	0.4243316737
1059	0.4242977281
1060	0.4242359413
1061	0.4241108601
1062	0.4240650794
1063	0.4240061558
1064	0.4239468716
1065	0.4238630004
1066	0.4238038117
1067	0.4237705743
1068	0.4237261579
1069	0.4236326152
1070	0.4235610093
1071	0.4235010038
1072	0.4234102028
1073	0.4233641309
1074	0.4233038605
1075	0.4232333059
1076	0.4231857091
1077	0.4231160627
1078	0.4230172889
1079	0.4229639831
1080	0.422897882
1081	0.4228340792
1082	0.4227896627
1083	0.4227233965
1084	0.4226455732
1085	0.4225786509
1086	0.4225260141
1087	0.4224572323
1088	0.4224312897
1089	0.4223619344
1090	0.4222981273
1091	0.4222368314
1092	0.4221205961
1093	0.4220605081
1094	0.4219894322
1095	0.4219241218
1096	0.4218292193
1097	0.4217679756
1098	0.4217157864
1099	0.4216457228
1100	0.421581416
1101	0.4215309039
1102	0.421471485
1103	0.4214344676
1104	0.4213758351
1105	0.4213082568
1106	0.4212572884
1107	0.4212164738
1108	0.4211600571
1109	0.4211037621
1110	0.4210401852
1111	0.4209708646
1112	0.4209268566
1113	0.4208804937
1114	0.4208092049
1115	0.4207673648
1116	0.4207123472
1117	0.4206527284
1118	0.42060123
1119	0.4205465469
1120	0.4204603382
1121	0.4204076015
1122	0.4203501551
1123	0.4201316182
1124	0.4200792378
1125	0.4200343695
1126	0.4199852476
1127	0.419915675
1128	0.4198758336
1129	0.4197955294
1130	0.4197255441
1131	0.4196603684
1132	0.4196125804
1133	0.4195662566
1134	0.4195160573
1135	0.4193842416
1136	0.4193408158
1137	0.4192913942
1138	0.4192582828
1139	0.4192189671
1140	0.4191179862
1141	0.419061639
1142	0.4189850844
1143	0.4189343159
1144	0.4188524085
1145	0.4187942713
1146	0.4187323238
1147	0.4185942474
1148	0.4185487708
1149	0.418381754
1150	0.4183294344
1151	0.4182770062
1152	0.4182195816
1153	0.4181650983
1154	0.4180961253
1155	0.4180090129
1156	0.4179645443
1157	0.4178979696
1158	0.4178383551
1159	0.4177636383
1160	0.4176946827
1161	0.4176404775
1162	0.4176046159
1163	0.4175580183
1164	0.4175011759
1165	0.4174166573
1166	0.4173473845
1167	0.4172999571
1168	0.4172139222
1169	0.4171563194
1170	0.4171042345
1171	0.4170544131
1172	0.4170016721
1173	0.4169477276
1174	0.4168759913
1175	0.4168179975
1176	0.4167665338
1177	0.4167202926
1178	0.416656581
1179	0.4166186643
1180	0.4165381256
1181	0.4164700258
1182	0.4164331779
1183	0.4163662991
1184	0.4163188326
1185	0.4162800296
1186	0.4162361215
1187	0.4161961497
1188	0.4161447946
1189	0.4160858841
1190	0.4160155077
1191	0.4159383578
1192	0.4157771586
1193	0.4157423224
1194	0.4156781242
1195	0.4156170847
1196	0.4155505752
1197	0.4154822799
1198	0.4154235171
1199	0.4153636202
1200	0.415316106
1201	0.4152630826
1202	0.4152142735
1203	0.4151661858
1204	0.4151007363
1205	0.415031394
1206	0.4149611393
1207	0.4149005169
1208	0.414839334
1209	0.4147824481
1210	0.4147152303
1211	0.4146690412
1212	0.4146100481
1213	0.4145542788
1214	0.4145266852
1215	0.4144771072
1216	0.4144185659
1217	0.4143292203
1218	0.4142832876
1219	0.4142459139
1220	0.414199399
1221	0.414134119
1222	0.4140550705
1223	0.4140013562
1224	0.413944605
1225	0.4138849862
1226	0.4138413736
1227	0.413732029
1228	0.413675469
1229	0.4135459691
1230	0.4134842866
1231	0.4134499761
1232	0.4134073192
1233	0.413368803
1234	0.4133172437
1235	0.413267405
1236	0.4131960032
1237	0.4131501183
1238	0.4130393356
1239	0.4130006108
1240	0.4129529618
1241	0.4128929651
1242	0.4128208856
1243	0.4127797928
1244	0.4127321222
1245	0.4126842386
1246	0.4126012754
1247	0.4125378724
1248	0.4124918744
1249	0.412442657
1250	0.412394969
1251	0.4123450825
1252	0.412300401
1253	0.412266577
1254	0.4122273178
1255	0.412158688
1256	0.41205729
1257	0.4119968545
1258	0.4119474198
1259	0.4119072178
1260	0.4118609374
1261	0.4118136317
1262	0.4117572498
1263	0.4117113952
1264	0.4116548308
1265	0.4115994004
1266	0.411545508
1267	0.411510007
1268	0.4114674197
1269	0.4114113723
1270	0.4113658523
1271	0.4113058729
1272	0.4112338368
1273	0.4111555139
1274	0.4111154639
1275	0.4110670763
1276	0.4110156735
1277	0.4109593263
1278	0.4109142973
1279	0.4108579284
1280	0.4108031975
1281	0.4107255479
1282	0.410594749
1283	0.4104280276
1284	0.4103815952
1285	0.4103216419
1286	0.4102047549
1287	0.410151562
1288	0.4100979911
1289	0.4100384202
1290	0.410001077
1291	0.4099561218
1292	0.4099114577
1293	0.4098631526
1294	0.4098211779
1295	0.4097322016
1296	0.4096905962
1297	0.4096027105
1298	0.4095629429
1299	0.4095196518
1300	0.4094635957
1301	0.4094247536
1302	0.4093702225
1303	0.4092327153
1304	0.4091816122
1305	0.4091504733
1306	0.4090892514
1307	0.409039026
1308	0.4089795549
1309	0.4089090743
1310	0.408860552
1311	0.4087962192
1312	0.4087546312
1313	0.4087088461
1314	0.4086664326
1315	0.4086319482
1316	0.4085963603
1317	0.408546413
1318	0.4084941803
1319	0.4084491469
1320	0.4084111868
1321	0.4083480878
1322	0.4083023332
1323	0.4082609146
1324	0.4082315093
1325	0.4081784815
1326	0.4081015359
1327	0.4080155618
1328	0.4079209547
1329	0.4078337294
1330	0.4077863063
1331	0.4077364546
1332	0.4076823537
1333	0.4075611088
1334	0.4075071209
1335	0.4074587029
1336	0.4074056273
1337	0.4073481114
1338	0.407315352
1339	0.4072793296
1340	0.4072415345
1341	0.4071896755
1342	0.4071459064
1343	0.4070925571
1344	0.4070544493
1345	0.4069923974
1346	0.4069439795
1347	0.4069086957
1348	0.4068238469
1349	0.4067188645
1350	0.4066704683
1351	0.4066235014
1352	0.4065426585
1353	0.4064351388
1354	0.4063892973
1355	0.4063416136
1356	0.4062998474
1357	0.4062240314
1358	0.4061475115
1359	0.4060935844
1360	0.4060588871
1361	0.4060119681
1362	0.4059498728
1363	0.4059146542
1364	0.4058499304
1365	0.4057518518
1366	0.405719227
1367	0.4056666207
1368	0.4056105081
1369	0.405535913
1370	0.4054877774
1371	0.4054389771
1372	0.4053867531
1373	0.4053339513
1374	0.4052487506
1375	0.4051851303
1376	0.4051393452
1377	0.4050944248
1378	0.4050388727
1379	0.4050056006
1380	0.4049700561
1381	0.4049195744
1382	0.4048945268
1383	0.4048340695
1384	0.4047701581
1385	0.4047171087
1386	0.4046731267
1387	0.4046325249
1388	0.4045882736
1389	0.4045381481
1390	0.4044924412
1391	0.4044243458
1392	0.404378148
1393	0.4042117134
1394	0.4041785629
1395	0.4041317916
1396	0.4040855721
1397	0.4040379709
1398	0.4039672252
1399	0.4039285829
1400	0.403887929
1401	0.4037517383
1402	0.4037000965
1403	0.4036349859
1404	0.4035534696
1405	0.4035151314
1406	0.4034798303
1407	0.4034290835
1408	0.4033854404
1409	0.4033360796
1410	0.4032785159
1411	0.4032517566
1412	0.4032112243
1413	0.4031656826
1414	0.4031169257
1415	0.403070402
1416	0.402969356
1417	0.4029378913
1418	0.4028852154
1419	0.402766899
1420	0.4026763412
1421	0.4026264851
1422	0.4025774849
1423	0.4025329077
1424	0.4024610498
1425	0.4024228724
1426	0.4023796725
1427	0.4022824107
1428	0.4022194552
1429	0.4021620913
1430	0.4021094633
1431	0.4020774728
1432	0.4020375054
1433	0.4019984764
1434	0.4019575966
1435	0.4019314846
1436	0.4018885845
1437	0.4018480914
1438	0.4017833154
1439	0.4017433262
1440	0.4016813569
1441	0.4016256398
1442	0.4015754361
1443	0.4015437845
1444	0.4014654485
1445	0.4013682129
1446	0.4013147506
1447	0.4012598025
1448	0.4011745931
1449	0.401143124
1450	0.4010943671
1451	0.4010477218
1452	0.4009222018
1453	0.4008606018
1454	0.4007837734
1455	0.4007301244
1456	0.4006946581
1457	0.4006556769
1458	0.4006115125
1459	0.400568873
1460	0.4005282191
1461	0.4004967457
1462	0.4004215727
1463	0.4003666028
1464	0.4003172507
1465	0.4002709791
1466	0.4002253113
1467	0.4001860738
1468	0.4001538574
1469	0.4001151022
1470	0.4000618137
1471	0.3999905032
1472	0.3999530818
1473	0.3999040339
1474	0.3998072935
1475	0.3997571724
1476	0.3997190124
1477	0.3996765423
1478	0.3996427054
1479	0.3995957125
1480	0.399562184
1481	0.3995057412
1482	0.3994530089
1483	0.3994138235
1484	0.3993711189
1485	0.3993262028
1486	0.3992933955
1487	0.3992499914
1488	0.3992109234
1489	0.3991682622
1490	0.3991053457
1491	0.3990522224
1492	0.3990150834
1493	0.3989584842
1494	0.3989219188
1495	0.398879275
1496	0.3988519725
1497	0.3987757828
1498	0.398721343
1499	0.3986616374
1500	0.3986128197
1501	0.3985686943
1502	0.3985303692
1503	0.3984766289
1504	0.3984392292
1505	0.3984060657
1506	0.3983686356
1507	0.398325453
1508	0.3982780822
1509	0.3982381929
1510	0.3981022194
